"time","latitude","longitude","depth","mag","magType","nst","gap","dmin","rms","net","id","updated","place","type"
"1414873944190","46.3816667","-119.6451667","16.352","0.57","""md""","10","201","0.03862","0.05","""uw""","id2930","1469216445990","""17km NW of Benton City, Washington""","earthquake"
"1414873870770","46.3805","-119.643","17.962","1.59","""md""","25","72","0.03762","0.15","""uw""","id2931","1469216445700","""17km NW of Benton City, Washington""","earthquake"
"1414873629320","36.0913333","-117.8828333","-0.301","1.16","""ml""","12","56","0.08364","0.16","""ci""","id2932","1457676878137","""8km NE of Coso Junction, CA""","earthquake"
"1414873252601","36.7196","-116.0591","8.9246","1.1","""ml""","22","87.24","0.039","0.1003","""nn""","id2933","1414875022012","""57km N of Pahrump, Nevada""","earthquake"
"1414873163150","37.4708333","-118.7861667","4.605","0.83","""md""","21","159","0.05405","0.05","""nc""","id2934","1486259627786","""25km SE of Mammoth Lakes, California""","earthquake"
"1414871874830","49.0266667","-122.1831667","8.5","2.25","""ml""","11","218","0.0529","0.16","""uw""","id2939","1469216445390","""6km SE of Abbotsford, Canada""","earthquake"
"1414871259670","38.8181648","-122.8061676","2.742","0.51","""md""","12","78","0.006306","0.02","""nc""","id2940","1486259622689","""6km NW of The Geysers, California""","earthquake"
"1414870451740","38.8105011","-122.8228302","1.84","1.1","""md""","15","64","0.005405","0.03","""nc""","id2941","1486259617847","""6km WNW of The Geysers, California""","earthquake"
"1414869874520","38.7758331","-122.711998","0.005","0.3","""md""","8","97","0.004505","0.12","""nc""","id2943","1486259613118","""3km E of The Geysers, California""","earthquake"
"1414869820840","38.7841667","-122.7565","1.717","0.31","""md""","15","72","0.01532","0.04","""nc""","id2944","1486259608192","""0km N of The Geysers, California""","earthquake"
"1414869751850","46.1321667","-122.1615","4.704","0.09","""md""","9","99","0.006473","0.13","""uw""","id2945","1469216445120","""33km NE of Amboy, Washington""","earthquake"
"1414869645600","38.8115005","-122.8248367","1.919","0.83","""md""","10","95","0.004505","0.03","""nc""","id2946","1486259603231","""7km WNW of The Geysers, California""","earthquake"
"1414869469460","38.8468333","-122.8241667","1.839","-0.3","""md""","14","53","0.008108","0.07","""nc""","id2947","1486259598389","""Northern California""","earthquake"
"1414868953400","38.8345","-122.7926667","3.13","0.13","""md""","7","80","0.004505","0.03","""nc""","id2948","1486259593206","""6km WNW of Cobb, California""","earthquake"
"1414868044570","46.145","-122.169","3.601","-0.03","""md""","4","167","0.009002","0.05","""uw""","id2951","1469216444870","""33km NE of Amboy, Washington""","earthquake"
"1414868041740","38.1626667","-122.4553333","9.41","1.27","""md""","19","78","0.03874","0.08","""nc""","id2952","1486259588281","""7km NE of Black Point-Green Point, California""","earthquake"
"1414868024630","38.823","-122.845","1.97","0.74","""md""","29","72","0.008108","0.03","""nc""","id2953","1486259583298","""9km WNW of The Geysers, California""","earthquake"
"1414867990820","38.1623333","-122.4628333","9.13","1.32","""md""","31","54","0.03784","0.09","""nc""","id2954","1486259576800","""6km NE of Black Point-Green Point, California""","earthquake"
"1414867527400","47.6948333","-123.0616667","45.065","2.03","""ml""","21","45","0.04674","0.19","""uw""","id2957","1469216444590","""17km WNW of Seabeck, Washington""","earthquake"
"1414866490310","35.9843333","-117.5611667","-0.114","0.68","""ml""","8","152","0.05862","0.2","""ci""","id2963","1457702520535","""28km NNW of Searles Valley, CA""","earthquake"
"1414866469710","37.1636667","-98.0263333","4.47","1.61","""ml""","9","135","0.06804","0.03","""ismpkansas""","id2964","1437341228750","""Kansas""","earthquake"
"1414865909860","37.9701667","-122.3508333","5.859","2.43","""md""","83","19","0.02973","0.08","""nc""","id2966","1486259566810","""1km NNW of San Pablo, California""","earthquake"
"1414864397000","19.0119","-67.2545","16","2.9","""Md""","11","306","0.55695548","0.15","""pr""","id2972","1421744589040","""59km NNW of San Antonio, Puerto Rico""","earthquake"
"1414862527810","37.0535","-97.912","5.79","2.01","""ml""","11","93","0.06356","0.04","""ismpkansas""","id2978","1437341224670","""Kansas""","earthquake"
"1414862257070","38.5201667","-122.4371667","9.736","1.23","""md""","13","116","0.1234","0.04","""nc""","id2979","1486259557525","""3km ENE of Saint Helena, California""","earthquake"
"1414862012560","38.7346649","-122.7046661","1.948","0.48","""md""","5","146","0.01532","0.02","""nc""","id2980","1486259552393","""Northern California""","earthquake"
"1414861629940","49.4361667","-120.5531667","-0.54","2.32","""md""","8","225","0.6236","0.19","""uw""","id2982","1469216444330","""3km SW of Princeton, Canada""","explosion"
"1414861237733","39.5699","-120.0355","6.7838","0.65","""ml""","7","134.33","0.069","0.1024","""nn""","id2984","1415137805023","""7km NW of Verdi, Nevada""","earthquake"
"1414860543010","38.7919998","-122.7973328","-0.176","0.55","""md""","4","134","0.005405","0","""nc""","id2986","1486259547532","""Northern California""","earthquake"
"1414860218580","48.4161667","-123.3986667","9.698","0.98","""md""","15","62","0.04953","0.16","""uw""","id2988","1469216444040","""3km SW of Victoria, Canada""","earthquake"
"1414859897420","37.37","-121.7281667","7.716","1.41","""md""","26","55","0.03243","0.04","""nc""","id2989","1486259541280","""8km E of Alum Rock, California""","earthquake"
"1414859169380","36.0036667","-119.8255","25.373","2.04","""md""","25","156","0.1766","0.18","""nc""","id2993","1486259533019","""12km E of Kettleman City, California""","earthquake"
"1414859069450","38.831501","-122.8121643","1.361","0.79","""md""","6","210","0.01802","0.03","""nc""","id2994","1486259527506","""7km W of Cobb, California""","earthquake"
"1414858926430","37.0536667","-97.915","4.66","1.88","""ml""","11","94","0.06465","0.04","""ismpkansas""","id2995","1437341220910","""Kansas""","earthquake"
"1414856995871","40.2873","-119.7116","11.5148","0.57","""ml""","3","271.31","0.118","0.0174","""nn""","id2998","1415137250168","""43km SW of Gerlach-Empire, Nevada""","earthquake"
"1414856223110","37.4818333","-118.787","4.145","1.04","""md""","21","121","0.05225","0.04","""nc""","id3000","1486259522484","""24km SE of Mammoth Lakes, California""","earthquake"
"1414856148260","38.8526667","-122.7806667","1.6","1.35","""md""","50","87","0.01081","0.07","""nc""","id3001","1486259515220","""6km NW of Cobb, California""","earthquake"
"1414856103960","38.7876663","-122.8335037","-0.685","0.91","""md""","10","122","0.05135","0.24","""nc""","id3002","1486259507031","""6km W of The Geysers, California""","earthquake"
"1414854664340","38.8511658","-122.7761688","3.262","0.86","""md""","6","211","0.008108","0.01","""nc""","id3004","1486259501869","""5km NW of Cobb, California""","earthquake"
"1414854663487","40.0008","-120.7993","13.4488","0.92","""ml""","4","250.38","0.141","0.0786","""nn""","id3005","1415136964074","""11km NE of East Quincy, California""","earthquake"
"1414854492310","32.9336667","-115.553","13.552","1.62","""ml""","14","94","0.03276","0.39","""ci""","id3006","1457736764843","""5km SSW of Brawley, CA""","earthquake"
"1414854349050","38.7866667","-122.727","1.944","1.64","""md""","50","35","0.008108","0.08","""nc""","id3007","1486259495430","""2km ENE of The Geysers, California""","earthquake"
"1414854054830","38.8213348","-122.7946701","2.623","0.9","""md""","5","186","0.02162","0.01","""nc""","id3008","1486259487151","""Northern California""","earthquake"
"1414852898420","38.8059998","-122.7508316","0.189","0.37","""md""","6","133","0.02973","0.01","""nc""","id3011","1486259481915","""Northern California""","earthquake"
"1414851805580","37.6591667","-118.8608333","1.536","0.18","""md""","10","144","0.02883","0.04","""nc""","id3012","1486259476770","""9km E of Mammoth Lakes, California""","earthquake"
"1414849509540","38.502","-122.5773333","6.206","1.29","""md""","26","64","0.02973","0.09","""nc""","id3015","1486259470340","""8km S of Calistoga, California""","earthquake"
"1414849356160","36.688","-121.3278333","2.798","0.47","""md""","12","62","0.02523","0.05","""nc""","id3016","1486259459861","""14km SSE of Ridgemark, California""","earthquake"
"1414849123040","37.6615","-118.8635","2.811","1.39","""md""","21","98","0.03153","0.06","""nc""","id3017","1486259454915","""9km E of Mammoth Lakes, California""","earthquake"
"1414848518560","33.6248333","-116.9338333","9.318","0.8","""ml""","24","78","0.06264","0.26","""ci""","id3018","1457750224258","""14km SSE of Hemet, CA""","earthquake"
"1414848506180","33.6153333","-116.9325","6.798","0.91","""ml""","29","36","0.07192","0.26","""ci""","id3019","1457702518783","""15km SSE of Hemet, CA""","earthquake"
"1414847973760","37.655","-118.8351667","6.529","0.07","""md""","10","148","0.01712","0.06","""nc""","id3021","1486259449693","""Long Valley area, California""","earthquake"
"1414847008800","18.4909","-64.5278","8","1.9","""Md""","3","331.2","0.11228941","0.02","""pr""","id3025","1414858836374","""12km NE of Road Town, British Virgin Islands""","earthquake"
"1414846147200","44.584","-112.118","7.4","1.3","""mc""","15","107.99999136","0.1976294","0.19","""mb""","id3027","1415228165228","""38km E of Lima, Montana""","earthquake"
"1414845277370","32.904","-115.5896667","20.116","1.92","""ml""","6","255","0.02449","0.09","""ci""","id3029","1457730206203","""7km NNW of Imperial, CA""","earthquake"
"1414845270410","32.9385","-115.5258333","13.882","1.95","""ml""","17","79","0.04716","0.28","""ci""","id3031","1457696109471","""4km S of Brawley, CA""","earthquake"
"1414845173970","32.9416667","-115.5373333","14.202","2.32","""ml""","40","77","0.04465","0.36","""ci""","id3032","1457689788027","""4km S of Brawley, CA""","earthquake"
"1414844764460","38.8356667","-122.854332","0.872","0.32","""md""","9","83","0.008108","0.04","""nc""","id3034","1486259444537","""10km NW of The Geysers, California""","earthquake"
"1414843861100","44.2765","-115.279","8.7","2.1","""mc""","10","122.399990208","0.7887208","0.37","""mb""","id3035","1415228161454","""66km ESE of Cascade, Idaho""","earthquake"
"1414843738620","38.8243332","-122.7641678","1.637","0.48","""md""","13","99","0.007207","0.04","""nc""","id3036","1486259439397","""3km W of Cobb, California""","earthquake"
"1414843504190","37.6608333","-118.8628333","1.711","0.19","""md""","13","150","0.03153","0.05","""nc""","id3039","1486259434551","""9km E of Mammoth Lakes, California""","earthquake"
"1414842915680","38.7926674","-122.7360001","1.072","0.57","""md""","6","105","0.00991","0","""nc""","id3040","1486259429644","""Northern California""","earthquake"
"1414842844480","37.6673333","-118.8738333","0.307","0.19","""md""","7","192","0.02793","0.03","""nc""","id3041","1486259423512","""8km ENE of Mammoth Lakes, California""","earthquake"
"1414842345320","38.8079987","-122.7938309","2.903","0.9","""md""","7","77","0.0009009","0.02","""nc""","id3042","1486259418458","""4km NW of The Geysers, California""","earthquake"
"1414842248550","39.1275","-111.884","21.22","1.71","""ml""","8","261","0.194","0.14","""uu""","id3043","1415044718280","""5km W of Centerfield, Utah""","earthquake"
"1414841445810","37.6653333","-118.8998333","1.321","0.16","""md""","9","196","0.01171","0.07","""nc""","id3046","1486259413325","""6km ENE of Mammoth Lakes, California""","earthquake"
"1414840855880","37.665","-118.8845","2.688","1.11","""md""","21","102","0.01982","0.07","""nc""","id3048","1486259408163","""7km ENE of Mammoth Lakes, California""","earthquake"
"1414840508270","37.6623333","-118.8635","2.111","0.63","""md""","15","100","0.03153","0.05","""nc""","id3049","1486259402785","""9km E of Mammoth Lakes, California""","earthquake"
"1414840451000","37.66","-118.861","2.453","1.36","""md""","25","96","0.02973","0.06","""nc""","id3050","1486259396250","""9km E of Mammoth Lakes, California""","earthquake"
"1414840410100","17.9155","-67.1147","9","2.4","""Md""","13","284.4","0.08623827","0.07","""pr""","id3051","1414842204847","""9km SE of Pole Ojea, Puerto Rico""","earthquake"
"1414838436190","37.3776667","-118.4103333","5.212","0.24","""md""","4","161","0.05405","0","""nc""","id3054","1486259387990","""Central California""","earthquake"
"1414837865600","18.0294","-66.9909","18","2.4","""Md""","7","133.2","0.07725511","0.07","""pr""","id3057","1414844668504","""5km WSW of Liborio Negron Torres, Puerto Rico""","earthquake"
"1414837830100","19.1639","-65.8105","94","2.7","""Md""","3","324","0.88843382","0.11","""pr""","id3058","1421744588040","""81km N of Loiza, Puerto Rico""","earthquake"
"1414837582400","17.9055","-67.1425","5","1.7","""Md""","3","313.2","0.10420457","0.14","""pr""","id3059","1414845136222","""8km SSE of Pole Ojea, Puerto Rico""","earthquake"
"1414837222413","41.8597","-119.6627","4.4915","1.59","""ml""","3","321.36","0.479","0.0504","""nn""","id3061","1415138374808","""67km ESE of Lakeview, Oregon""","earthquake"
"1414836799230","37.6596667","-118.8606667","1.033","0.18","""md""","10","146","0.02973","0.03","""nc""","id3062","1486259382723","""9km E of Mammoth Lakes, California""","earthquake"
"1414835761130","37.7711667","-122.5645","8.737","1.53","""md""","49","95","0.07477","0.12","""nc""","id3064","1486259377582","""11km NW of Daly City, California""","earthquake"
"1414834625800","17.9286","-67.105","10","1.1","""Md""","3","298.8","0.07096691","0.03","""pr""","id3066","1414845020408","""8km SW of La Parguera, Puerto Rico""","earthquake"
"1414833798070","37.4761667","-118.8153333","2.589","0.41","""md""","7","184","0.1144","0.06","""nc""","id3069","1486259371572","""23km SE of Mammoth Lakes, California""","earthquake"
"1414833619850","40.2825","-121.552","3.198","0.59","""md""","8","130","0.1378","0.08","""nc""","id3070","1486259366480","""27km W of Chester, California""","earthquake"
"1414832819430","33.456","-116.5863333","11.821","0.86","""ml""","26","69","0.04081","0.29","""ci""","id3073","1457676876897","""14km SE of Anza, CA""","earthquake"
"1414828717300","44.56","-114.2973","5.7","2.1","""mc""","21","68.399994528","0.03144103","0.23","""mb""","id3081","1415228149380","""8km NW of Challis, Idaho""","earthquake"
"1414828185490","37.4731667","-118.8256667","2.58","0.46","""md""","8","170","0.1171","0.03","""nc""","id3083","1486259361488","""23km SSE of Mammoth Lakes, California""","earthquake"
"1414825927100","34.079","-117.3191667","19.035","1.24","""ml""","23","85","0.09724","0.3","""ci""","id3091","1457736763563","""1km NW of Colton, CA""","earthquake"
"1414825853970","38.8283348","-122.854332","1.865","1.05","""md""","26","54","0.001802","0.03","""nc""","id3092","1486259356374","""10km NW of The Geysers, California""","earthquake"
"1414825208790","32.8308333","-116.1031667","8.278","1.83","""ml""","39","57","0.1258","0.28","""ci""","id3094","1457743595985","""15km NW of Ocotillo, CA""","earthquake"
